阳光商业机动车辆保险,2243,,未说明,297000,2017-07-06,20555,直销
阳光商业机动车辆保险,1765,,未说明,292000,2017-07-04,9962,直销
阳光商业机动车辆保险,3916,42,男,290800,2017-07-03,1147,新直销
阳光商业机动车辆保险,2697,38,男,289800,2017-07-21,3792,专属卖场
机动车交通事故责任强制保险,4135,31,男,288800,2017-07-06,1038,新直销
机动车交通事故责任强制保险,387,27,男,288000,2017-07-28,1066,互动
机动车交通事故责任强制保险,2772,30,女,288000,2017-07-03,807,新直销
阳光商业机动车辆保险,4252,30,女,288000,2017-07-03,1350,新直销
阳光商业机动车辆保险,2111,56,男,284000,2017-07-14,3595,直销
机动车交通事故责任强制保险,29,50,男,283800,2017-07-30,896,专属卖场
阳光商业机动车辆保险,4391,50,男,283800,2017-07-30,5154,专属卖场
阳光商业机动车辆保险,234,31,女,282800,2017-07-15,5926,专属卖场
机动车交通事故责任强制保险,2316,31,女,282800,2017-07-15,1038,专属卖场
机动车交通事故责任强制保险,3677,34,男,282800,2017-07-19,1038,专属卖场
阳光商业机动车辆保险,1067,41,男,280800,2017-07-14,5240,专属卖场
阳光商业机动车辆保险,3489,,未说明,280000,2017-07-17,7438,直销
阳光商业机动车辆保险,2094,0,男,276800,2017-07-27,5062,专属卖场
机动车交通事故责任强制保险,1561,,未说明,272800,2017-07-08,4226,直销
阳光商业机动车辆保险,3813,,未说明,272800,2017-07-08,10566,直销
机动车交通事故责任强制保险,155,27,女,271000,2017-07-06,627,互动
机动车交通事故责任强制保险,2961,30,男,270800,2017-07-20,896,直销
阳光商业机动车辆保险,4337,30,男,270800,2017-07-20,3965,直销
阳光商业机动车辆保险,2483,31,男,270000,2017-07-07,3507,专属卖场
阳光商业机动车辆保险,424,44,男,268800,2017-07-25,3244,直销
机动车交通事故责任强制保险,2076,44,男,268800,2017-07-25,934,直销
机动车交通事故责任强制保险,3256,46,男,266800,2017-07-24,627,互动
机动车交通事故责任强制保险,168,57,男,265800,2017-07-25,934,直销
阳光商业机动车辆保险,3248,57,男,265800,2017-07-25,3805,直销
机动车交通事故责任强制保险,1591,38,男,264900,2017-07-06,726,直销
阳光商业机动车辆保险,2067,38,男,264900,2017-07-06,3415,直销
阳光商业机动车辆保险,2756,27,男,264900,2017-07-25,4078,新直销
阳光商业机动车辆保险,1052,40,男,264000,2017-07-20,7024,专属卖场
机动车交通事故责任强制保险,4247,40,男,264000,2017-07-20,896,专属卖场
机动车交通事故责任强制保险,1240,45,男,260000,2017-07-21,830,直销
阳光商业机动车辆保险,1302,46,男,254800,2017-07-28,2825,互动
机动车交通事故责任强制保险,3262,46,男,254800,2017-07-28,627,互动
机动车交通事故责任强制保险,113,35,男,251800,2017-07-19,717,新直销
阳光商业机动车辆保险,1846,40,男,251800,2017-07-25,3448,新直销
阳光商业机动车辆保险,1955,35,男,251800,2017-07-19,2965,新直销
阳光商业机动车辆保险,107,,未说明,250000,2017-07-25,12628,直销
机动车交通事故责任强制保险,2989,,未说明,250000,2017-07-25,3381,直销
阳光商业机动车辆保险,2992,,未说明,249900,2017-07-06,2738,直销
机动车交通事故责任强制保险,4121,,未说明,249900,2017-07-06,853,直销
机动车交通事故责任强制保险,476,35,男,248800,2017-07-26,807,专属卖场
阳光商业机动车辆保险,3636,44,男,248800,2017-07-21,3313,新直销
机动车交通事故责任强制保险,1486,42,男,245800,2017-07-20,934,直销
机动车交通事故责任强制保险,1487,47,女,245800,2017-07-20,717,新直销
阳光商业机动车辆保险,2058,47,女,245800,2017-07-20,3401,新直销
阳光商业机动车辆保险,3597,42,男,245800,2017-07-20,4153,直销
阳光商业机动车辆保险,661,55,男,245000,2017-07-28,816,直销
阳光商业机动车辆保险,1592,59,男,245000,2017-07-14,1553,直销
机动车交通事故责任强制保险,2652,59,男,245000,2017-07-14,1165,直销
机动车交通事故责任强制保险,2867,55,男,245000,2017-07-28,726,直销
阳光商业机动车辆保险,2939,,未说明,245000,2017-07-27,6453,直销
机动车交通事故责任强制保险,1850,36,男,242800,2017-07-17,896,专属卖场
阳光商业机动车辆保险,2087,29,女,241000,2017-07-24,6173,专属卖场
机动车交通事故责任强制保险,3036,29,女,241000,2017-07-24,896,专属卖场
阳光商业机动车辆保险,2117,,未说明,240000,2017-07-14,6955,直销
阳光商业机动车辆保险,3672,,未说明,240000,2017-07-18,6339,直销
机动车交通事故责任强制保险,1963,26,男,239800,2017-07-17,830,专属卖场
阳光商业机动车辆保险,2085,26,男,239800,2017-07-17,1044,专属卖场
机动车交通事故责任强制保险,3547,0,男,238800,2017-07-20,717,直销
机动车交通事故责任强制保险,471,35,女,237000,2017-07-23,896,专属卖场
机动车交通事故责任强制保险,4333,60,男,236800,2017-07-18,627,互动
机动车交通事故责任强制保险,1838,43,男,235900,2017-07-13,717,专属卖场
阳光商业机动车辆保险,3988,43,男,235900,2017-07-13,3036,专属卖场
机动车交通事故责任强制保险,1131,33,男,235800,2017-07-09,807,专属卖场
阳光商业机动车辆保险,1566,33,男,235800,2017-07-09,4178,专属卖场
阳光商业机动车辆保险,3389,52,女,235800,2017-07-13,2216,新直销
机动车交通事故责任强制保险,795,26,女,233800,2017-07-21,896,专属卖场
阳光商业机动车辆保险,1062,26,女,233800,2017-07-21,4942,专属卖场
阳光商业机动车辆保险,1620,40,男,233800,2017-07-14,3534,直销
机动车交通事故责任强制保险,1884,40,男,233800,2017-07-14,627,直销
阳光商业机动车辆保险,787,41,男,232800,2017-07-07,2585,专属卖场
机动车交通事故责任强制保险,4097,41,男,232800,2017-07-07,627,专属卖场
机动车交通事故责任强制保险,772,,未说明,231800,2017-07-10,660,互动
阳光商业机动车辆保险,1168,28,男,229800,2017-07-09,4733,直销
机动车交通事故责任强制保险,1172,45,男,229800,2017-07-22,807,新直销
机动车交通事故责任强制保险,2514,25,男,229800,2017-07-10,20,互动
阳光商业机动车辆保险,2923,45,男,229800,2017-07-22,2988,新直销
机动车交通事故责任强制保险,3952,47,女,229800,2017-07-17,627,直销
机动车交通事故责任强制保险,2512,28,男,227800,2017-07-08,717,专属卖场
阳光商业机动车辆保险,3252,28,男,227800,2017-07-08,4250,专属卖场
阳光商业机动车辆保险,213,30,男,224800,2017-07-12,5651,专属卖场
机动车交通事故责任强制保险,1595,30,男,224800,2017-07-12,896,专属卖场
机动车交通事故责任强制保险,807,29,男,223800,2017-07-06,896,专属卖场
机动车交通事故责任强制保险,4372,34,女,223800,2017-07-21,627,专属卖场
阳光商业机动车辆保险,4376,29,男,223800,2017-07-12,4778,专属卖场
机动车交通事故责任强制保险,2899,55,男,223000,2017-07-17,917,互动
阳光商业机动车辆保险,1501,46,男,222800,2017-07-29,2804,直销
机动车交通事故责任强制保险,4081,46,男,222800,2017-07-29,627,直销
机动车交通事故责任强制保险,783,68,女,221800,2017-07-13,807,新直销
机动车交通事故责任强制保险,2027,28,男,221300,2017-07-26,717,新直销
阳光商业机动车辆保险,2505,28,男,221300,2017-07-26,2696,新直销
机动车交通事故责任强制保险,2835,49,男,221000,2017-07-14,717,新直销
机动车交通事故责任强制保险,2020,48,男,220900,2017-07-10,807,专属卖场
阳光商业机动车辆保险,2130,48,男,220900,2017-07-10,3608,专属卖场
机动车交通事故责任强制保险,1865,,未说明,220000,2017-07-03,3381,直销
阳光商业机动车辆保险,3043,,未说明,220000,2017-07-03,7923,直销
阳光商业机动车辆保险,385,32,女,219900,2017-07-14,695,新直销
机动车交通事故责任强制保险,1683,32,女,219900,2017-07-14,717,新直销
机动车交通事故责任强制保险,2909,0,男,219900,2017-07-26,943,专属卖场
阳光商业机动车辆保险,616,,未说明,218000,2017-07-11,12400,直销
机动车交通事故责任强制保险,3066,,未说明,218000,2017-07-11,3379,直销
阳光商业机动车辆保险,3795,,未说明,218000,2017-07-11,8753,直销
机动车交通事故责任强制保险,291,36,男,217800,2017-07-23,627,直销
阳光商业机动车辆保险,954,36,男,217800,2017-07-23,4045,直销
阳光商业机动车辆保险,2077,27,男,217800,2017-07-05,4232,专属卖场
阳光商业机动车辆保险,3298,28,男,217800,2017-07-05,557,新直销
机动车交通事故责任强制保险,4159,27,男,217800,2017-07-05,896,专属卖场
机动车交通事故责任强制保险,2390,43,女,216000,2017-07-04,627,专属卖场
机动车交通事故责任强制保险,4275,61,男,214800,2017-07-08,717,直销
阳光商业机动车辆保险,509,28,女,213000,2017-07-04,5158,新直销
机动车交通事故责任强制保险,2216,28,女,213000,2017-07-04,627,新直销
阳光商业机动车辆保险,2571,27,男,213000,2017-07-11,6488,专属卖场
机动车交通事故责任强制保险,4488,27,男,213000,2017-07-11,896,专属卖场
机动车交通事故责任强制保险,800,25,女,211900,2017-07-29,807,新直销
阳光商业机动车辆保险,1938,25,女,211900,2017-07-29,3148,新直销
机动车交通事故责任强制保险,2999,37,男,211800,2017-07-25,17,专属卖场
阳光商业机动车辆保险,3228,49,男,211800,2017-07-13,2473,新直销
机动车交通事故责任强制保险,2502,40,女,210900,2017-07-11,627,直销
阳光商业机动车辆保险,1914,27,男,210000,2017-07-28,6254,专属卖场
机动车交通事故责任强制保险,2441,27,男,210000,2017-07-28,896,专属卖场
阳光商业机动车辆保险,3807,,未说明,210000,2017-07-20,4543,直销
机动车交通事故责任强制保险,4361,25,男,210000,2017-07-11,807,直销
机动车交通事故责任强制保险,2221,28,男,209800,2017-07-14,717,新直销
机动车交通事故责任强制保险,236,33,男,209700,2017-07-29,896,专属卖场
阳光商业机动车辆保险,3361,33,男,209700,2017-07-29,4697,专属卖场
机动车交通事故责任强制保险,2678,34,男,208800,2017-07-11,726,直销
阳光商业机动车辆保险,1967,38,男,207800,2017-07-20,2887,新直销
机动车交通事故责任强制保险,2286,38,男,207800,2017-07-20,807,新直销
阳光商业机动车辆保险,3740,33,女,207800,2017-07-10,3821,直销
阳光商业机动车辆保险,701,50,男,206000,2017-07-15,1087,直销
机动车交通事故责任强制保险,2236,50,男,206000,2017-07-15,627,直销
机动车交通事故责任强制保险,430,44,女,205800,2017-07-01,807,新直销
机动车交通事故责任强制保险,1658,38,女,205800,2017-07-19,627,新直销
阳光商业机动车辆保险,1278,28,男,204900,2017-07-18,4345,专属卖场
阳光商业机动车辆保险,1551,41,女,204900,2017-07-21,4692,直销
机动车交通事故责任强制保险,1630,41,女,204900,2017-07-21,896,直销
机动车交通事故责任强制保险,1569,51,男,203800,2017-07-10,726,专属卖场
机动车交通事故责任强制保险,426,54,男,202900,2017-07-17,896,专属卖场
阳光商业机动车辆保险,4445,54,男,202900,2017-07-17,5903,专属卖场
机动车交通事故责任强制保险,377,28,男,202800,2017-07-26,717,新直销
机动车交通事故责任强制保险,808,49,男,202800,2017-07-14,717,新直销
阳光商业机动车辆保险,2541,28,男,202800,2017-07-26,3130,新直销
机动车交通事故责任强制保险,2792,21,男,202800,2017-07-16,807,新直销
阳光商业机动车辆保险,2378,62,男,201800,2017-07-05,1515,直销
机动车交通事故责任强制保险,3383,62,男,201800,2017-07-05,896,直销
机动车交通事故责任强制保险,4186,67,女,201000,2017-07-22,627,新直销
机动车交通事故责任强制保险,4060,27,男,200900,2017-07-24,896,新直销
阳光商业机动车辆保险,2405,,未说明,200000,2017-07-10,2345,互动
机动车交通事故责任强制保险,2615,0,男,200000,2017-07-25,1019,互动
机动车交通事故责任强制保险,3512,25,女,199900,2017-07-25,896,互动
阳光商业机动车辆保险,1330,37,男,199800,2017-07-28,2283,新直销
阳光商业机动车辆保险,1342,63,男,199800,2017-07-27,2416,新直销
机动车交通事故责任强制保险,1552,63,男,199800,2017-07-27,627,新直销
机动车交通事故责任强制保险,3696,51,男,199300,2017-07-27,627,新直销
阳光商业机动车辆保险,4287,51,男,199300,2017-07-27,2105,新直销
阳光商业机动车辆保险,559,,未说明,198800,2017-07-04,1470,直销
机动车交通事故责任强制保险,1039,,未说明,198800,2017-07-11,896,专属卖场
阳光商业机动车辆保险,2007,,未说明,198800,2017-07-10,2284,互动
机动车交通事故责任强制保险,2506,41,男,198800,2017-07-21,627,新直销
阳光商业机动车辆保险,4177,41,男,198800,2017-07-21,932,新直销
阳光商业机动车辆保险,584,47,男,197800,2017-07-27,2726,新直销
机动车交通事故责任强制保险,935,47,男,197800,2017-07-27,627,新直销
机动车交通事故责任强制保险,1020,40,男,197800,2017-07-17,627,直销
阳光商业机动车辆保险,3934,28,男,197000,2017-07-14,3719,新直销
阳光商业机动车辆保险,34,,未说明,196800,2017-07-10,1587,互动
阳光商业机动车辆保险,1706,,未说明,196800,2017-07-11,3175,专属卖场
机动车交通事故责任强制保险,3925,,未说明,196800,2017-07-11,896,专属卖场
阳光商业机动车辆保险,410,,未说明,195000,2017-07-19,6483,直销
机动车交通事故责任强制保险,649,,未说明,195000,2017-07-19,4226,直销
阳光商业机动车辆保险,3691,22,男,194900,2017-07-12,6365,专属卖场
阳光商业机动车辆保险,2278,32,男,193800,2017-07-03,2327,新直销
机动车交通事故责任强制保险,2449,26,女,193800,2017-07-09,726,直销
阳光商业机动车辆保险,719,49,男,193300,2017-07-13,2508,新直销
机动车交通事故责任强制保险,4200,49,男,193300,2017-07-13,896,新直销
机动车交通事故责任强制保险,1511,30,女,193000,2017-07-13,627,新直销
阳光商业机动车辆保险,3063,30,女,193000,2017-07-13,2810,新直销
阳光商业机动车辆保险,4217,45,男,192400,2017-07-20,1192,直销
机动车交通事故责任强制保险,3234,27,男,191900,2017-07-27,807,新直销
阳光商业机动车辆保险,3867,27,男,191900,2017-07-27,3154,新直销
阳光商业机动车辆保险,355,,未说明,190000,2017-07-07,3267,直销
机动车交通事故责任强制保险,1732,,未说明,190000,2017-07-07,968,直销
阳光商业机动车辆保险,1898,36,女,189800,2017-07-04,810,新直销
机动车交通事故责任强制保险,1999,35,女,186800,2017-07-01,807,专属卖场
机动车交通事故责任强制保险,38,,未说明,186000,2017-07-21,792,直销
阳光商业机动车辆保险,2849,,未说明,186000,2017-07-21,1651,直销
机动车交通事故责任强制保险,1364,30,男,185900,2017-07-08,807,直销
机动车交通事故责任强制保险,3728,46,女,185900,2017-07-30,807,新直销
阳光商业机动车辆保险,196,42,男,185800,2017-07-19,1192,互动
机动车交通事故责任强制保险,593,53,男,185800,2017-07-24,896,直销
阳光商业机动车辆保险,1059,41,男,185800,2017-07-20,1553,专属卖场
阳光商业机动车辆保险,3617,53,男,185800,2017-07-05,1148,直销
机动车交通事故责任强制保险,793,27,女,184800,2017-07-16,717,专属卖场
阳光商业机动车辆保险,3069,27,女,184800,2017-07-16,6642,专属卖场
机动车交通事故责任强制保险,923,,未说明,180000,2017-07-20,2258,直销
机动车交通事故责任强制保险,2510,32,女,180000,2017-07-11,896,专属卖场
阳光商业机动车辆保险,3235,49,男,180000,2017-07-10,2468,专属卖场
阳光商业机动车辆保险,2202,54,女,179800,2017-07-04,3477,专属卖场
机动车交通事故责任强制保险,2591,40,男,179800,2017-07-09,717,专属卖场
阳光商业机动车辆保险,4213,40,男,179800,2017-07-09,2480,专属卖场
机动车交通事故责任强制保险,678,44,男,178500,2017-07-15,807,专属卖场
阳光商业机动车辆保险,1115,44,男,178500,2017-07-15,2794,专属卖场
机动车交通事故责任强制保险,4457,47,男,176900,2017-07-03,807,新直销
机动车交通事故责任强制保险,2367,31,男,176800,2017-07-20,896,新直销
阳光商业机动车辆保险,3162,31,男,176800,2017-07-20,1192,新直销
机动车交通事故责任强制保险,590,42,女,173800,2017-07-21,807,专属卖场
机动车交通事故责任强制保险,1019,54,男,173800,2017-07-27,807,新直销
阳光商业机动车辆保险,1237,54,男,173800,2017-07-27,3141,新直销
阳光商业机动车辆保险,3087,42,女,173800,2017-07-21,2169,专属卖场
阳光商业机动车辆保险,2166,47,男,173000,2017-07-18,3417,专属卖场
机动车交通事故责任强制保险,2306,47,男,173000,2017-07-18,807,专属卖场
阳光商业机动车辆保险,382,54,男,172800,2017-07-13,1934,新直销
机动车交通事故责任强制保险,564,31,女,172800,2017-07-22,717,新直销
阳光商业机动车辆保险,1625,31,女,172800,2017-07-22,2409,新直销
机动车交通事故责任强制保险,2268,27,女,172800,2017-07-29,896,新直销
阳光商业机动车辆保险,265,60,男,170800,2017-07-03,1759,新直销
机动车交通事故责任强制保险,1605,38,男,170800,2017-07-20,627,新直销
阳光商业机动车辆保险,1729,38,男,170800,2017-07-20,3386,新直销
阳光商业机动车辆保险,2257,27,女,170800,2017-07-26,2413,新直销
机动车交通事故责任强制保险,2657,27,女,170800,2017-07-26,627,新直销
机动车交通事故责任强制保险,3890,60,男,170800,2017-07-03,896,新直销
阳光商业机动车辆保险,1403,,未说明,170000,2017-07-25,2701,专属卖场
机动车交通事故责任强制保险,1731,36,男,170000,2017-07-07,896,新直销
机动车交通事故责任强制保险,2768,45,男,170000,2017-07-03,627,新直销
阳光商业机动车辆保险,81,49,女,169800,2017-07-19,4204,专属卖场
机动车交通事故责任强制保险,1122,49,女,169800,2017-07-19,896,专属卖场
机动车交通事故责任强制保险,74,30,女,168800,2017-07-14,896,专属卖场
机动车交通事故责任强制保险,3926,39,男,168800,2017-07-17,717,新直销
机动车交通事故责任强制保险,1464,28,男,168200,2017-07-10,807,专属卖场
机动车交通事故责任强制保险,3244,20,男,168000,2017-07-04,896,专属卖场
阳光商业机动车辆保险,3900,20,男,168000,2017-07-04,5697,专属卖场
机动车交通事故责任强制保险,214,50,男,167800,2017-07-24,627,专属卖场
机动车交通事故责任强制保险,2379,40,男,167800,2017-07-04,807,新直销
阳光商业机动车辆保险,3782,50,男,167800,2017-07-24,2634,专属卖场
机动车交通事故责任强制保险,2357,50,男,167000,2017-07-18,896,专属卖场
阳光商业机动车辆保险,2828,50,男,167000,2017-07-18,4395,专属卖场
机动车交通事故责任强制保险,2800,23,男,166800,2017-07-24,807,新直销
阳光商业机动车辆保险,3177,46,男,166800,2017-07-14,3716,专属卖场
机动车交通事故责任强制保险,3730,50,男,166300,2017-07-21,807,新直销
机动车交通事故责任强制保险,235,49,男,165800,2017-07-10,896,专属卖场
机动车交通事故责任强制保险,280,,未说明,165800,2017-07-10,943,直销
阳光商业机动车辆保险,2350,49,男,165800,2017-07-10,5566,专属卖场
阳光商业机动车辆保险,3886,,未说明,165800,2017-07-10,619,直销
机动车交通事故责任强制保险,37,30,男,164800,2017-07-07,627,专属卖场
阳光商业机动车辆保险,1143,37,女,164800,2017-07-10,4100,直销
阳光商业机动车辆保险,1299,30,男,164800,2017-07-07,810,专属卖场
机动车交通事故责任强制保险,2307,37,女,164800,2017-07-10,896,直销
机动车交通事故责任强制保险,2924,46,男,164500,2017-07-21,627,新直销
阳光商业机动车辆保险,3414,46,男,164500,2017-07-21,932,新直销
机动车交通事故责任强制保险,540,28,男,163900,2017-07-11,807,专属卖场
阳光商业机动车辆保险,989,32,男,163900,2017-07-29,3192,直销
阳光商业机动车辆保险,1868,28,男,163900,2017-07-11,3614,专属卖场
机动车交通事故责任强制保险,2721,45,女,163800,2017-07-16,717,新直销
阳光商业机动车辆保险,2762,47,男,163800,2017-07-03,2445,直销
机动车交通事故责任强制保险,4170,47,男,163800,2017-07-03,627,直销
阳光商业机动车辆保险,4450,45,女,163800,2017-07-16,1087,新直销
阳光商业机动车辆保险,909,40,男,162900,2017-07-13,2706,新直销
阳光商业机动车辆保险,1864,32,女,162800,2017-07-28,2022,新直销
机动车交通事故责任强制保险,2842,44,男,162800,2017-07-03,896,新直销
机动车交通事故责任强制保险,176,40,男,161800,2017-07-06,627,互动
阳光商业机动车辆保险,1357,40,男,161800,2017-07-21,3110,新直销
阳光商业机动车辆保险,2219,39,男,161800,2017-07-17,1192,互动
机动车交通事故责任强制保险,2238,42,男,161800,2017-07-11,627,新直销
机动车交通事故责任强制保险,2747,40,男,161800,2017-07-21,807,新直销
机动车交通事故责任强制保险,3187,38,男,161800,2017-07-20,807,新直销
机动车交通事故责任强制保险,374,66,女,160920,2017-07-23,896,专属卖场
阳光商业机动车辆保险,1023,66,女,160920,2017-07-23,4988,专属卖场
阳光商业机动车辆保险,1018,27,男,160800,2017-07-20,2141,新直销
机动车交通事故责任强制保险,2509,27,男,160800,2017-07-20,627,新直销
阳光商业机动车辆保险,1948,44,男,160000,2017-07-04,2516,直销
机动车交通事故责任强制保险,2374,44,男,160000,2017-07-04,1019,直销
机动车交通事故责任强制保险,396,60,男,159800,2017-07-10,627,互动
阳光商业机动车辆保险,480,32,男,159800,2017-07-22,2103,新直销
机动车交通事故责任强制保险,912,62,男,159800,2017-07-14,717,新直销
机动车交通事故责任强制保险,2042,51,男,159800,2017-07-18,1038,直销
阳光商业机动车辆保险,3327,37,男,159800,2017-07-19,3720,直销
机动车交通事故责任强制保险,4323,32,男,159800,2017-07-22,627,新直销
阳光商业机动车辆保险,4408,60,男,159800,2017-07-10,4077,互动
阳光商业机动车辆保险,2760,29,男,158900,2017-07-07,1759,直销
阳光商业机动车辆保险,4063,28,女,158900,2017-07-14,706,直销
机动车交通事故责任强制保险,4496,30,男,158900,2017-07-07,627,直销
